customer_id,country,state
7.81E+18,US,AL
3.19E+18,US,AL
8.97E+18,US,AL
6.82E+17,US,AL
4.91E+18,US,AL
7.52E+18,US,AL
7.57E+18,US,AL
3.97E+18,US,AL
1.34E+18,US,AL
4.20E+18,US,AL
6.34E+18,US,AL
8.18E+18,US,AL
7.48E+18,US,AL
6.17E+18,US,AL
6.23E+16,US,AL
3.87E+18,US,AL
2.44E+18,US,AL
5.51E+18,US,AL
7.36E+18,US,AL
9.03E+18,US,AL
2.51E+18,US,AL
8.63E+18,US,AL
1.87E+17,US,AL
2.37E+18,US,AL
3.29E+18,US,AL
7.69E+18,US,AL
1.42E+18,US,AL
3.97E+18,US,AL
3.86E+18,US,AL
9.01E+18,US,AL
5.60E+18,US,AL
5.63E+18,US,AL
5.40E+18,US,AL
3.39E+18,US,AL
6.28E+18,US,AL
8.31E+18,US,AL
3.00E+18,US,AL
7.47E+18,US,AL
1.78E+18,US,AL
3.35E+17,US,AL
8.39E+18,US,AL
7.54E+18,US,AL
7.23E+18,US,AL
5.63E+17,US,AL
1.13E+18,US,AR
5.09E+18,US,AR
6.01E+18,US,AR
1.70E+18,US,AR
3.92E+18,US,AR
4.76E+18,US,AR
5.98E+17,US,AR
4.62E+18,US,AR
2.62E+18,US,AR
3.67E+18,US,AR
4.03E+18,US,AR
1.86E+18,US,AR
2.88E+18,US,AR
4.69E+18,US,AR
2.60E+18,US,AR
5.67E+18,US,AR
7.26E+18,US,AR
5.00E+18,US,AR
6.18E+18,US,AR
3.09E+18,US,AR
1.52E+18,US,AR
5.79E+18,US,AR
5.35E+18,US,AR
8.49E+18,US,AR
4.09E+18,US,AR
3.10E+18,US,AR
8.99E+18,US,AR
3.54E+18,US,AR
7.05E+18,US,AR
3.46E+18,US,AR
5.04E+18,US,AR
7.51E+18,US,AR
7.46E+18,US,AR
6.58E+18,US,AR
7.95E+16,US,AR
4.62E+18,US,AR
7.82E+18,US,AR
4.67E+18,US,AR
3.84E+18,US,AR
9.21E+18,US,AR
8.09E+18,US,AR
4.56E+18,US,AR
3.60E+18,US,AR
1.69E+18,US,AR
7.43E+18,US,AR
7.10E+18,US,AR
4.15E+18,US,AR
8.13E+18,US,AR
2.26E+18,US,AR
7.78E+18,US,AR
9.92E+17,US,AR
8.00E+18,US,AR
4.89E+18,US,AR
4.24E+18,US,AR
2.12E+18,US,AR
7.98E+18,US,AR
7.43E+18,US,AR
2.34E+18,US,AR
7.50E+18,US,AR
4.96E+18,US,AR
8.88E+18,US,AR
4.38E+18,US,AZ
1.31E+18,US,AZ
4.32E+18,US,AZ
7.69E+18,US,AZ
1.42E+18,US,AZ
4.82E+18,US,AZ
2.29E+18,US,AZ
5.02E+17,US,AZ
4.79E+18,US,AZ
1.41E+18,US,AZ
1.23E+18,US,AZ
8.17E+18,US,AZ
3.94E+18,US,AZ
5.22E+18,US,AZ
6.11E+18,US,AZ
6.00E+18,US,AZ
5.02E+18,US,AZ
2.35E+18,US,AZ
5.63E+18,US,AZ
3.52E+18,US,AZ
2.40E+18,US,AZ
8.90E+17,US,AZ
6.32E+18,US,AZ
3.81E+18,US,AZ
3.71E+18,US,AZ
7.84E+18,US,AZ
6.78E+18,US,AZ
5.70E+18,US,AZ
4.98E+18,US,AZ
1.73E+18,US,AZ
9.18E+18,US,AZ
7.69E+18,US,AZ
2.90E+18,US,AZ
4.42E+18,US,AZ
5.45E+18,US,AZ
8.72E+18,US,AZ
4.20E+18,US,AZ
5.54E+17,US,AZ
5.18E+18,US,AZ
3.18E+17,US,AZ
4.12E+18,US,AZ
4.72E+18,US,AZ
8.97E+18,US,AZ
7.59E+18,US,AZ
6.29E+18,US,AZ
5.55E+18,US,AZ
7.89E+18,US,AZ
7.37E+18,US,AZ
8.16E+18,US,AZ
6.15E+18,US,AZ
8.45E+18,US,AZ
7.29E+18,US,AZ
6.02E+18,US,AZ
5.74E+18,US,AZ
5.15E+18,US,AZ
2.07E+18,US,AZ
2.06E+18,US,AZ
2.02E+18,US,AZ
2.89E+18,US,AZ
4.85E+18,US,AZ
9.13E+17,US,AZ
8.31E+18,US,AZ
4.64E+18,US,AZ
7.44E+18,US,AZ
6.81E+18,US,AZ
6.74E+17,US,AZ
7.63E+18,US,AZ
5.80E+17,US,AZ
3.76E+18,US,AZ
1.73E+18,US,AZ
4.59E+18,US,AZ
5.28E+18,US,AZ
7.57E+18,US,AZ
2.96E+18,US,AZ
7.51E+18,US,AZ
1.52E+18,US,AZ
7.72E+18,US,AZ
4.69E+17,US,AZ
1.44E+18,US,AZ
1.83E+17,US,AZ
8.97E+18,US,AZ
9.21E+18,US,AZ
8.59E+17,US,AZ
2.09E+18,US,AZ
2.11E+18,US,AZ
1.91E+18,US,AZ
3.11E+18,US,AZ
5.35E+17,US,AZ
1.75E+18,US,AZ
3.36E+18,US,AZ
6.67E+18,US,AZ
1.10E+18,US,AZ
1.09E+18,US,AZ
8.07E+18,US,AZ
4.16E+18,US,AZ
6.60E+18,US,AZ
4.27E+18,US,AZ
6.70E+18,US,AZ
2.42E+18,US,AZ
2.06E+18,US,AZ
9.07E+18,US,AZ
4.88E+17,US,AZ
2.86E+18,US,AZ
4.58E+18,US,AZ
3.46E+16,US,AZ
5.12E+18,US,AZ
4.53E+18,US,AZ
1.27E+16,US,AZ
3.05E+18,US,AZ
7.92E+18,US,AZ
4.21E+18,US,AZ
2.60E+18,US,AZ
6.47E+18,US,AZ
2.50E+18,US,AZ
3.17E+18,US,AZ
4.45E+18,US,AZ
2.14E+18,US,AZ
2.91E+18,US,AZ
8.67E+18,US,AZ
6.04E+18,US,AZ
1.09E+18,US,AZ
4.11E+18,US,AZ
3.20E+18,US,AZ
5.20E+18,US,AZ
2.13E+18,US,AZ
5.21E+18,US,AZ
2.00E+18,US,CA
5.10E+17,US,CA
7.42E+18,US,CA
7.16E+18,US,CA
8.32E+18,US,CA
1.98E+18,US,CA
8.92E+18,US,CA
5.48E+18,US,CA
5.13E+18,US,CA
2.23E+18,US,CA
1.84E+17,US,CA
6.13E+18,US,CA
6.32E+18,US,CA
2.87E+18,US,CA
9.07E+18,US,CA
4.38E+18,US,CA
8.51E+18,US,CA
6.52E+18,US,CA
1.47E+18,US,CA
1.00E+18,US,CA
7.82E+18,US,CA
2.45E+18,US,CA
5.19E+18,US,CA
2.62E+18,US,CA
1.86E+18,US,CA
6.69E+18,US,CA
1.20E+18,US,CA
6.63E+18,US,CA
6.72E+18,US,CA
2.18E+18,US,CA
4.85E+18,US,CA
8.44E+18,US,CA
2.69E+17,US,CA
6.70E+18,US,CA
3.54E+18,US,CA
4.54E+18,US,CA
8.06E+18,US,CA
2.91E+18,US,CA
1.20E+18,US,CA
7.32E+17,US,CA
9.72E+17,US,CA
7.24E+17,US,CA
5.23E+18,US,CA
4.30E+18,US,CA
2.37E+18,US,CA
2.44E+18,US,CA
1.40E+17,US,CA
1.07E+18,US,CA
6.16E+18,US,CA
8.44E+18,US,CA
6.88E+18,US,CA
6.89E+17,US,CA
3.86E+18,US,CA
9.00E+18,US,CA
2.65E+18,US,CA
3.87E+18,US,CA
2.39E+18,US,CA
5.92E+18,US,CA
3.47E+18,US,CA
7.12E+17,US,CA
5.13E+18,US,CA
5.64E+18,US,CA
9.11E+18,US,CA
1.66E+18,US,CA
5.13E+18,US,CA
7.91E+18,US,CA
7.89E+18,US,CA
2.32E+18,US,CA
8.64E+17,US,CA
5.00E+18,US,CA
3.85E+18,US,CA
8.10E+18,US,CA
6.42E+18,US,CA
8.82E+18,US,CA
1.53E+18,US,CA
6.44E+18,US,CA
1.38E+18,US,CA
6.23E+18,US,CA
6.57E+18,US,CA
3.59E+18,US,CA
2.94E+18,US,CA
6.20E+18,US,CA
3.74E+17,US,CA
2.97E+18,US,CA
6.65E+18,US,CA
3.91E+18,US,CA
3.21E+18,US,CA
1.19E+18,US,CA
1.28E+18,US,CA
2.89E+18,US,CA
3.51E+18,US,CA
7.25E+18,US,CA
1.48E+18,US,CA
1.53E+18,US,CA
6.67E+18,US,CA
6.03E+18,US,CA
6.54E+18,US,CA
6.43E+18,US,CA
5.43E+18,US,CA
6.91E+18,US,CA
9.01E+18,US,CA
4.09E+18,US,CA
4.16E+18,US,CA
6.05E+18,US,CA
6.89E+18,US,CA
2.71E+18,US,CA
4.91E+18,US,CA
5.45E+18,US,CA
8.68E+18,US,CA
5.21E+18,US,CA
4.09E+18,US,CA
3.31E+18,US,CA
1.51E+18,US,CA
7.50E+18,US,CA
3.93E+18,US,CA
2.42E+18,US,CA
6.96E+18,US,CA
4.59E+18,US,CA
2.09E+18,US,CA
6.75E+18,US,CA
5.34E+18,US,CA
4.76E+18,US,CA
3.72E+18,US,CA
5.37E+18,US,CA
1.28E+18,US,CA
1.02E+18,US,CA
2.29E+18,US,CA
6.20E+18,US,CA
4.07E+17,US,CA
3.76E+18,US,CA
3.60E+18,US,CA
7.35E+18,US,CA
1.84E+18,US,CA
7.95E+18,US,CA
1.73E+18,US,CA
4.70E+18,US,CA
5.92E+18,US,CA
4.09E+18,US,CA
8.47E+18,US,CA
2.49E+17,US,CA
1.40E+18,US,CA
7.26E+18,US,CA
2.24E+18,US,CA
4.44E+18,US,CA
7.05E+18,US,CA
7.10E+18,US,CA
8.35E+18,US,CA
4.92E+18,US,CA
1.58E+18,US,CA
7.10E+18,US,CA
2.84E+18,US,CA
5.01E+18,US,CA
7.89E+18,US,CA
6.09E+18,US,CA
4.20E+18,US,CA
5.21E+18,US,CA
7.59E+18,US,CA
4.29E+18,US,CA
8.85E+18,US,CA
8.76E+17,US,CA
8.51E+18,US,CA
6.50E+18,US,CA
5.51E+18,US,CA
7.41E+18,US,CA
5.60E+17,US,CA
8.78E+18,US,CA
7.37E+18,US,CA
4.02E+18,US,CA
4.93E+18,US,CA
8.45E+18,US,CA
3.72E+18,US,CA
1.36E+18,US,CA
9.43E+17,US,CA
3.16E+18,US,CA
2.12E+18,US,CA
7.79E+18,US,CA
3.94E+18,US,CA
1.13E+18,US,CA
7.03E+17,US,CA
7.26E+18,US,CA
7.50E+18,US,CA
2.76E+16,US,CA
2.28E+18,US,CA
5.01E+17,US,CA
3.68E+18,US,CA
2.14E+18,US,CA
5.72E+18,US,CA
4.59E+17,US,CA
7.80E+18,US,CA
7.67E+18,US,CA
3.52E+18,US,CA
9.05E+18,US,CA
8.05E+18,US,CA
5.34E+18,US,CA
5.52E+18,US,CA
7.73E+18,US,CA
2.05E+17,US,CA
3.48E+17,US,CA
5.36E+17,US,CA
2.21E+18,US,CA
5.21E+18,US,CA
4.55E+18,US,CA
2.62E+18,US,CA
6.20E+18,US,CA
4.84E+18,US,CA
2.31E+18,US,CA
5.52E+18,US,CA
7.23E+18,US,CA
5.68E+18,US,CA
6.44E+17,US,CA
8.78E+18,US,CA
4.99E+18,US,CA
5.99E+18,US,CA
1.69E+18,US,CA
1.53E+18,US,CA
4.87E+18,US,CA
6.70E+18,US,CA
6.56E+17,US,CA
8.33E+18,US,CA
6.93E+17,US,CA
7.78E+17,US,CA
1.89E+18,US,CA
3.10E+18,US,CA
1.00E+18,US,CA
2.22E+18,US,CA
6.67E+18,US,CA
6.34E+18,US,CA
4.95E+18,US,CA
6.16E+18,US,CA
8.15E+18,US,CA
8.85E+18,US,CA
1.63E+17,US,CA
6.15E+18,US,CA
7.63E+18,US,CA
4.12E+18,US,CA
5.21E+17,US,CA
4.65E+18,US,CA
1.92E+18,US,CA
6.13E+18,US,CA
3.47E+17,US,CA
2.91E+18,US,CA
5.59E+18,US,CA
5.72E+18,US,CA
2.27E+18,US,CA
1.38E+18,US,CA
7.38E+18,US,CA
1.12E+18,US,CA
2.69E+18,US,CA
4.61E+18,US,CA
2.66E+18,US,CA
2.06E+18,US,CA
5.73E+18,US,CA
5.12E+17,US,CA
2.53E+18,US,CA
4.84E+18,US,CA
7.14E+18,US,CA
5.06E+18,US,CA
6.19E+18,US,CA
1.73E+18,US,CA
5.46E+18,US,CA
6.86E+18,US,CA
8.85E+18,US,CA
5.36E+18,US,CA
1.17E+18,US,CA
7.05E+18,US,CA
4.13E+17,US,CA
6.66E+17,US,CA
2.39E+17,US,CA
2.83E+18,US,CA
3.25E+18,US,CA
1.87E+18,US,CA
9.18E+18,US,CA
5.78E+18,US,CA
8.47E+18,US,CA
2.76E+18,US,CA
3.40E+18,US,CA
1.44E+17,US,CA
5.46E+17,US,CA
5.92E+18,US,CA
2.75E+18,US,CA
8.60E+18,US,CA
2.23E+17,US,CA
2.64E+18,US,CA
8.14E+18,US,CA
1.04E+18,US,CA
5.93E+18,US,CA
8.87E+18,US,CA
4.08E+18,US,CA
4.32E+16,US,CA
8.99E+18,US,CA
5.38E+18,US,CA
8.74E+18,US,CA
8.43E+18,US,CA
6.37E+18,US,CA
6.13E+18,US,CA
5.94E+18,US,CA
2.40E+18,US,CA
1.69E+18,US,CA
6.77E+18,US,CA
3.78E+18,US,CA
3.58E+18,US,CA
3.21E+18,US,CA
4.11E+18,US,CA
4.98E+18,US,CA
8.62E+18,US,CA
3.79E+18,US,CA
2.15E+18,US,CA
1.21E+18,US,CA
6.02E+18,US,CA
8.50E+18,US,CA
3.32E+18,US,CA
3.11E+18,US,CA
1.56E+18,US,CA
7.46E+18,US,CA
3.96E+18,US,CA
6.27E+18,US,CA
8.48E+18,US,CA
7.46E+18,US,CA
6.81E+18,US,CA
2.10E+18,US,CA
7.97E+17,US,CA
8.37E+17,US,CA
1.70E+18,US,CA
2.81E+18,US,CA
6.00E+18,US,CA
3.25E+18,US,CA
6.90E+18,US,CA
3.98E+18,US,CA
3.87E+18,US,CA
2.32E+18,US,CA
2.34E+18,US,CA
5.91E+18,US,CA
6.45E+18,US,CA
6.60E+17,US,CA
5.63E+18,US,CA
4.70E+18,US,CA
5.29E+18,US,CA
7.68E+18,US,CA
6.22E+16,US,CA
2.43E+18,US,CA
1.22E+18,US,CA
6.16E+18,US,CA
1.01E+18,US,CA
2.49E+17,US,CA
9.19E+18,US,CA
5.28E+18,US,CA
8.53E+18,US,CA
1.43E+16,US,CA
6.83E+18,US,CA
7.69E+17,US,CA
8.43E+18,US,CA
9.06E+18,US,CA
3.50E+18,US,CA
1.27E+18,US,CA
4.56E+18,US,CA
8.24E+18,US,CA
3.57E+18,US,CA
7.80E+18,US,CA
5.77E+18,US,CA
5.91E+18,US,CA
3.58E+18,US,CA
8.14E+18,US,CA
7.06E+18,US,CA
4.59E+18,US,CA
2.25E+18,US,CA
4.19E+18,US,CA
8.01E+18,US,CA
8.10E+18,US,CA
3.25E+18,US,CA
5.45E+17,US,CA
7.04E+18,US,CA
3.14E+18,US,CA
8.32E+18,US,CA
8.26E+18,US,CA
4.91E+18,US,CA
5.48E+18,US,CA
8.88E+18,US,CA
2.91E+18,US,CA
6.79E+18,US,CA
2.12E+18,US,CA
1.90E+18,US,CA
6.02E+18,US,CA
3.37E+18,US,CA
4.60E+18,US,CA
1.61E+18,US,CA
3.34E+18,US,CA
2.88E+17,US,CA
1.35E+18,US,CA
2.67E+18,US,CA
8.06E+18,US,CA
4.13E+18,US,CA
2.77E+18,US,CA
9.02E+18,US,CA
2.62E+18,US,CA
6.14E+18,US,CA
4.04E+18,US,CA
8.18E+18,US,CA
6.90E+18,US,CA
2.05E+17,US,CA
3.13E+18,US,CA
2.03E+18,US,CA
8.79E+18,US,CA
2.93E+18,US,CA
1.10E+18,US,CA
7.72E+17,US,CA
5.40E+18,US,CA
2.34E+18,US,CA
1.97E+18,US,CA
7.35E+18,US,CA
8.17E+18,US,CA
5.60E+18,US,CA
8.22E+18,US,CA
2.88E+18,US,CA
1.58E+17,US,CA
9.05E+18,US,CA
1.94E+18,US,CA
8.86E+18,US,CA
4.57E+18,US,CA
7.42E+18,US,CA
5.40E+18,US,CA
9.15E+18,US,CA
4.66E+17,US,CA
2.12E+18,US,CA
4.71E+17,US,CA
7.00E+18,US,CA
7.66E+18,US,CA
2.88E+18,US,CA
1.29E+18,US,CA
7.65E+18,US,CA
2.39E+18,US,CA
6.60E+18,US,CA
3.31E+18,US,CA
8.14E+18,US,CA
4.80E+18,US,CA
6.84E+17,US,CA
5.38E+18,US,CA
6.16E+18,US,CA
6.97E+18,US,CA
4.88E+18,US,CA
5.53E+18,US,CA
8.80E+18,US,CA
8.46E+18,US,CA
3.17E+18,US,CA
6.41E+18,US,CA
8.56E+18,US,CA
1.81E+18,US,CA
4.44E+18,US,CA
3.82E+18,US,CA
4.61E+18,US,CA
8.37E+16,US,CA
8.45E+18,US,CA
2.68E+18,US,CA
8.82E+18,US,CA
1.66E+18,US,CA
2.44E+18,US,CA
2.54E+18,US,CA
8.55E+18,US,CA
7.78E+18,US,CA
6.48E+16,US,CA
8.01E+18,US,CA
7.83E+18,US,CA
8.51E+18,US,CA
4.97E+18,US,CA
7.22E+18,US,CA
5.16E+18,US,CA
8.13E+18,US,CA
7.27E+18,US,CA
7.65E+18,US,CA
7.10E+18,US,CA
5.84E+18,US,CA
5.50E+18,US,CA
4.43E+18,US,CA
6.20E+18,US,CA
3.97E+17,US,CA
1.21E+18,US,CA
3.45E+18,US,CA
8.21E+18,US,CA
8.54E+18,US,CA
8.25E+18,US,CA
5.17E+18,US,CA
3.31E+18,US,CA
1.72E+18,US,CO
2.08E+18,US,CO
4.33E+18,US,CO
2.32E+18,US,CO
5.47E+17,US,CO
1.30E+18,US,CO
3.19E+18,US,CO
6.79E+18,US,CO
6.36E+18,US,CO
4.69E+18,US,CO
2.30E+18,US,CO
7.61E+18,US,CO
4.07E+18,US,CO
3.60E+18,US,CO
4.95E+18,US,CO
4.20E+18,US,CO
7.83E+18,US,CO
3.62E+18,US,CO
8.38E+18,US,CO
5.98E+18,US,CO
5.41E+17,US,CO
3.76E+18,US,CO
6.63E+18,US,CO
1.53E+18,US,CO
4.61E+18,US,CO
2.04E+18,US,CO
6.34E+17,US,CO
5.43E+18,US,CO
6.50E+18,US,CO
3.83E+18,US,CO
8.88E+18,US,CO
1.18E+18,US,CO
8.83E+18,US,CO
4.90E+18,US,CO
8.35E+18,US,CO
6.67E+18,US,CO
5.43E+18,US,CO
1.64E+18,US,CO
2.24E+18,US,CO
7.89E+18,US,CO
1.64E+18,US,CO
7.01E+18,US,CO
7.76E+18,US,CO
2.01E+18,US,CO
4.39E+18,US,CO
1.69E+18,US,CO
1.49E+17,US,CO
8.88E+18,US,CO
6.17E+18,US,CO
5.00E+18,US,CO
3.54E+18,US,CO
6.55E+18,US,CO
5.21E+18,US,CO
1.09E+18,US,CO
1.01E+18,US,CO
6.64E+18,US,CO
2.72E+18,US,CO
8.94E+18,US,CO
2.44E+18,US,CO
6.13E+18,US,CO
5.52E+18,US,CO
3.16E+18,US,CO
4.19E+18,US,CO
6.09E+18,US,CO
7.71E+18,US,CO
1.79E+17,US,CO
2.39E+18,US,CO
1.20E+18,US,CO
7.10E+18,US,CO
1.02E+18,US,CO
4.74E+18,US,CO
2.98E+18,US,CO
7.28E+18,US,CO
8.62E+18,US,CO
7.87E+18,US,CO
4.73E+18,US,CO
1.45E+18,US,CO
4.57E+18,US,CO
2.36E+18,US,CO
7.29E+18,US,CO
2.77E+18,US,CO
8.55E+17,US,CO
7.60E+18,US,CO
6.91E+18,US,CO
3.59E+18,US,CO
8.03E+18,US,CO
3.37E+18,US,CO
3.98E+18,US,CO
8.24E+18,US,CO
7.12E+18,US,CO
3.33E+18,US,CO
8.21E+17,US,CO
6.96E+18,US,CO
3.72E+18,US,CO
7.81E+18,US,CO
3.22E+18,US,CO
3.96E+18,US,CO
8.54E+18,US,CO
1.09E+18,US,CO
8.84E+18,US,CO
5.18E+18,US,CO
5.61E+18,US,CO
6.89E+18,US,CO
7.71E+18,US,CO
9.20E+18,US,CO
8.53E+18,US,CO
3.12E+18,US,CO
5.97E+18,US,CO
1.27E+18,US,CO
4.71E+18,US,CO
3.05E+18,US,CO
7.97E+18,US,CO
6.64E+18,US,CO
7.54E+18,US,CO
6.41E+18,US,CT
6.94E+18,US,CT
5.77E+17,US,CT
7.09E+17,US,CT
5.44E+18,US,CT
3.71E+18,US,CT
8.91E+18,US,CT
4.08E+18,US,CT
7.55E+17,US,CT
2.61E+18,US,CT
8.12E+18,US,CT
7.51E+18,US,CT
8.14E+18,US,CT
3.43E+18,US,CT
3.65E+18,US,CT
7.84E+18,US,CT
7.71E+18,US,CT
4.31E+18,US,CT
3.11E+18,US,CT
2.67E+18,US,CT
3.43E+18,US,CT
2.66E+18,US,CT
1.84E+18,US,CT
2.94E+18,US,CT
6.79E+18,US,CT
8.04E+18,US,CT
5.93E+18,US,CT
6.65E+18,US,CT
2.79E+18,US,CT
2.50E+18,US,CT
3.89E+18,US,CT
2.36E+18,US,CT
6.61E+18,US,CT
5.60E+18,US,CT
4.94E+18,US,CT
3.11E+18,US,CT
3.60E+18,US,CT
5.65E+18,US,CT
3.56E+18,US,CT
5.65E+17,US,CT
4.11E+18,US,CT
2.72E+18,US,CT
7.40E+18,US,CT
6.97E+18,US,CT
1.32E+18,US,CT
3.91E+18,US,CT
6.29E+18,US,CT
3.46E+18,US,CT
6.87E+18,US,CT
5.61E+17,US,CT
4.05E+16,US,CT
8.79E+18,US,CT
4.68E+17,US,CT
8.22E+18,US,CT
7.17E+18,US,CT
5.17E+18,US,CT
7.63E+18,US,CT
1.89E+18,US,CT
8.95E+17,US,CT
8.41E+17,US,CT
6.06E+17,US,CT
8.90E+18,US,CT
7.81E+16,US,CT
2.33E+18,US,CT
8.73E+18,US,CT
